time,noun_eventive_intransitive,noun_eventive_transitive,noun_noneventive_intransitive,noun_noneventive_transitive,verb_eventive_intransitive,verb_eventive_transitive,verb_noneventive_intransitive,verb_noneventive_transitive
0.955,1.6900527022,1.7983268227,1.7508050314,1.8854361226,1.626517487,1.7396848429,1.653709782,1.8357554757
0.96,1.6824973245,1.7720107836,1.8559217575,1.8529077672,1.6244474357,1.7157548783,1.7062203233,1.8499218132
0.965,1.6275323662,1.7697181427,1.8869683563,1.7619713923,1.6350157526,1.7281290784,1.6876645576,1.8664849657
0.97,1.5645179567,1.789556722,1.8901284162,1.7344133543,1.6630798018,1.7240975541,1.669130518,1.8689095585
0.975,1.5563565262,1.8031936252,1.9055945197,1.7311979418,1.7133797949,1.676086693,1.6536819039,1.8467573912
0.98,1.6441590328,1.8312152625,1.9188425103,1.7923769781,1.7519539116,1.6633765613,1.6008517061,1.822826192
0.985,1.6886125184,1.8244210859,1.9098805772,1.9219879766,1.7463632744,1.7056197474,1.6098890173,1.8052313257
0.99,1.6809501945,1.7991586197,1.8828375884,2.0031600545,1.689126266,1.7046394489,1.6977034508,1.8122766916
0.995,1.6812174676,1.8177194536,1.8546105584,1.965266886,1.621165713,1.6615159671,1.7414563631,1.8721062453
1,1.6641532474,1.837500325,1.8487263462,1.8448078122,1.5982031917,1.6015391319,1.7296708736,1.9355703606
1.005,1.6516512626,1.833376972,1.9221204746,1.7648714657,1.6325657198,1.542532276,1.7204458531,1.8989750138
1.01,1.6850482322,1.8454062265,1.9936892902,1.7963231178,1.6508709037,1.5644287743,1.6892724746,1.75883269
1.015,1.7092980566,1.8165300967,1.9539920142,1.8709718152,1.6454605433,1.6011040186,1.6316468976,1.6151541315
1.02,1.6780812572,1.7419200781,1.8522566512,1.9482016462,1.6735857794,1.5830155137,1.5534729548,1.5770628131
1.025,1.6474103421,1.7092531213,1.7893550391,1.9623067369,1.7081245053,1.5691984632,1.4975335245,1.6549417756
1.03,1.6160617309,1.7438799713,1.806903355,1.905172836,1.6779576014,1.5832499277,1.5854783869,1.7607462948
1.035,1.5781299565,1.7610823479,1.8435614503,1.8340229714,1.616725745,1.5798967744,1.68245911,1.7995000996
1.04,1.5545493753,1.7680542687,1.8691523672,1.8145687153,1.6270647414,1.5776054954,1.6247981771,1.7256683851
1.045,1.547758144,1.7674227551,1.8437543119,1.8046377618,1.6882857121,1.5714501641,1.5097308419,1.6330795913
1.05,1.5553506817,1.738431125,1.7941783252,1.7846318669,1.7660065856,1.5513034634,1.4777619993,1.6111046665
1.055,1.5433897345,1.7099051312,1.794146678,1.7574751305,1.8058362224,1.5071702937,1.5154470953,1.675241859
1.06,1.5063880959,1.672536736,1.8081842637,1.7169798238,1.7663137304,1.4436146402,1.5375204631,1.7439365557
1.065,1.4707245695,1.6411347411,1.7845360262,1.6788087864,1.6644857661,1.3991993023,1.5153437397,1.7442462755
1.07,1.4540795695,1.6293867116,1.7647623417,1.6645578948,1.5733047128,1.4122725689,1.4480186396,1.713617668
1.075,1.4722519619,1.6261102202,1.7521407828,1.6377941009,1.5571157786,1.417831516,1.3476926855,1.6915712761
1.08,1.4519709492,1.645369545,1.7330843208,1.5677218446,1.5782041801,1.4124853555,1.2918775411,1.6863908116
1.085,1.4002728653,1.6464910057,1.6883747761,1.4965413025,1.594263726,1.4109139014,1.3507239441,1.6707625714
1.09,1.3776768591,1.5771798407,1.6206676301,1.452207388,1.6143488758,1.3995040233,1.4014793489,1.6394319157
1.095,1.378499993,1.4990264872,1.550734392,1.3951985038,1.6318148909,1.4402930216,1.3605942597,1.5877839318
1.1,1.3950717172,1.4974430738,1.5260535847,1.3883603972,1.6042382911,1.5149643285,1.3461695838,1.5754169539
1.105,1.4138517579,1.5299326896,1.4905746789,1.4340949867,1.5479115655,1.53958102,1.3670297521,1.586017463
1.11,1.4342970559,1.5621936743,1.4441955787,1.4619853752,1.5299063281,1.5554743567,1.3340950445,1.5760279754
1.115,1.4984774885,1.5479037002,1.4245902074,1.4559658755,1.5752436037,1.5504852336,1.2888967898,1.525745857
1.12,1.5519130372,1.5026221135,1.4695790655,1.4803521274,1.6424921867,1.4750117302,1.3471412875,1.4256373664
1.125,1.536769165,1.4951220046,1.5269622155,1.4975772722,1.6726324945,1.4426037223,1.4212321152,1.3868922138
1.13,1.4722318258,1.4730841205,1.5423064276,1.4590790055,1.6318436719,1.4278287716,1.5067570047,1.4619584006
1.135,1.4088737801,1.4899105833,1.5264829269,1.4592008993,1.5398414504,1.3812826414,1.5553903004,1.5696433672
1.14,1.3798950679,1.5344075151,1.4778226368,1.5078445099,1.4849273604,1.3662604419,1.5551432463,1.5949934499
1.145,1.3992937365,1.5324952879,1.4466257539,1.5308285451,1.4912675406,1.3500223134,1.4966120802,1.5231182702
1.15,1.4475281307,1.4729397308,1.4758543416,1.5187728599,1.5189580484,1.3829191744,1.3913854666,1.4460932687
1.155,1.4557300211,1.4566140156,1.5123974092,1.552217334,1.5398496744,1.4417826984,1.32983843,1.4091069812
1.16,1.4303312581,1.4582689645,1.5220951043,1.5858593198,1.4828025051,1.475935975,1.3184584774,1.4425304275
1.165,1.4069118391,1.4604300608,1.5096291233,1.5793170873,1.389634023,1.4883141885,1.3445907412,1.5224456724
1.17,1.3696074327,1.4973782872,1.4982766428,1.5093766601,1.2962514287,1.444563404,1.3667519844,1.5797588972
1.175,1.3487880271,1.5078274617,1.5107179606,1.421222202,1.2685194931,1.3890700864,1.3549300056,1.5751837522
1.18,1.3540090279,1.5111375944,1.5488212169,1.321165555,1.3185880165,1.3856216735,1.364846189,1.54946747
1.185,1.3724653713,1.4806170746,1.5629415999,1.2671596412,1.3391169026,1.3880874532,1.3901343943,1.555938577
1.19,1.4035833539,1.3809665938,1.4872475555,1.3017085331,1.295891385,1.3975528067,1.3987208185,1.5533916204
1.195,1.4142720912,1.282514767,1.3789821707,1.3341510503,1.247791196,1.4757067733,1.408215549,1.5031965808
1.2,1.3911669944,1.2982946067,1.3387439754,1.3142541721,1.2334747958,1.5019815026,1.4258604947,1.4856748876
